,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
7106,212064280,3001,,DEATH INVESTIGATION,D4,155,0,9/9/21 12:19,2021,9,Thursday,12,,COLUMBUS AVE,42.341332,-71.0807435,"(42.3413320005477, -71.0807435012247)"
7164,212064198,3114,,INVESTIGATE PROPERTY,D4,594,0,9/9/21 5:55,2021,9,Thursday,5,,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.3414751010219, -71.084950340075)"
7224,212064121,2647,,THREATS TO DO BODILY HARM,D4,171,0,9/8/21 19:24,2021,9,Wednesday,19,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
7248,212064093,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4, ,0,9/8/21 18:19,2021,9,Wednesday,18,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
7276,212064049,3114,,INVESTIGATE PROPERTY,D4,594,0,9/8/21 16:00,2021,9,Wednesday,16,,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.3414751010219, -71.084950340075)"
7299,212064022,617,,LARCENY THEFT FROM BUILDING,D4,145,0,9/2/21 12:00,2021,9,Thursday,12,,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.3419478819786, -71.0836247862163)"
7364,212063935,1402,,VANDALISM,D4,156,0,9/8/21 8:45,2021,9,Wednesday,8,,MASSACHUSETTS AVE,42.33903373,-71.07997272,"(42.3390337336064, -71.0799727249646)"
7385,212063911,3112,,LANDLORD - TENANT,D4,155,0,9/4/21 13:30,2021,9,Saturday,13,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
7405,212063887,301,,ROBBERY,D4,171,0,9/8/21 1:51,2021,9,Wednesday,1,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
7460,212063812,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,9/7/21 19:23,2021,9,Tuesday,19,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
7519,212063732,1402,,VANDALISM,D4,172,0,9/7/21 14:39,2021,9,Tuesday,14,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
7545,212063701,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4, ,0,9/7/21 13:47,2021,9,Tuesday,13,,"MASSACHUSETTS AVE & WASHINGTON ST
BOSTON  MA 02118",42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)"
7570,212063665,613,,LARCENY SHOPLIFTING,D4,270,0,9/7/21 11:34,2021,9,Tuesday,11,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
7594,212063635,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D4, ,0,9/7/21 9:48,2021,9,Tuesday,9,,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",42.33349998,-71.07351,"(42.3334999801716, -71.0735099961732)"
7641,212063570,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,597,0,9/6/21 22:10,2021,9,Monday,22,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)"
7666,212063535,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,170,0,9/6/21 19:12,2021,9,Monday,19,,MASSACHUSETTS AVE,42.336955,-71.07747,"(42.3369550014342, -71.0774699961799)"
7770,212063401,3115,,INVESTIGATE PERSON,D4,594,0,9/6/21 10:36,2021,9,Monday,10,,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.3414751010219, -71.084950340075)"
7776,212063394,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,156,0,9/6/21 9:37,2021,9,Monday,9,,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.3393027488002, -71.0791237835741)"
7794,212063366,3114,,INVESTIGATE PROPERTY,D4,597,1,9/6/21 5:53,2021,9,Monday,5,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)"
7796,212063363,3114,,INVESTIGATE PROPERTY,D4,594,0,9/6/21 5:28,2021,9,Monday,5,,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.3414751010219, -71.084950340075)"
7805,212063352,2647,,THREATS TO DO BODILY HARM,D4,156,0,9/6/21 2:15,2021,9,Monday,2,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
7857,212063278,801,,ASSAULT - SIMPLE,D4,172,0,9/5/21 20:46,2021,9,Sunday,20,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
7885,212063240,3005,,SICK ASSIST,D4,273,0,9/5/21 16:18,2021,9,Sunday,16,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
7964,212063129,3115,,INVESTIGATE PERSON,D4,171,0,9/5/21 3:58,2021,9,Sunday,3,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
8133,212062919,3501,,MISSING PERSON,D4,273,0,9/4/21 12:17,2021,9,Saturday,12,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
8138,212062914,3005,,SICK ASSIST,D4,271,0,9/4/21 11:26,2021,9,Saturday,11,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
8251,212062760,619,,LARCENY ALL OTHERS,D4, ,0,9/3/21 21:05,2021,9,Friday,21,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
8306,212062690,1402,,VANDALISM,D4,272,0,9/2/21 22:00,2021,9,Thursday,22,,E LENOX ST,42.33486614,-71.0785518,"(42.3348661391224, -71.0785517957893)"
8312,212062681,1107,,FRAUD - IMPERSONATION,D4,271,0,9/3/21 16:07,2021,9,Friday,16,,REED ST,42.33472387,-71.07660307,"(42.3347238743837, -71.0766030745719)"
8321,212062671,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,156,0,9/3/21 14:30,2021,9,Friday,14,,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.3393027488002, -71.0791237835741)"
8382,212062596,3410,,TOWED MOTOR VEHICLE,D4, ,0,9/3/21 11:20,2021,9,Friday,11,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
8399,212062576,2647,,THREATS TO DO BODILY HARM,D4,172,0,9/3/21 9:09,2021,9,Friday,9,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
8435,212062536,2647,,THREATS TO DO BODILY HARM,D4,270,0,9/3/21 7:13,2021,9,Friday,7,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
8490,212062467,801,,ASSAULT - SIMPLE,D4, ,0,9/2/21 19:16,2021,9,Thursday,19,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
8522,212062430,3115,,INVESTIGATE PERSON,D4,273,0,9/2/21 17:53,2021,9,Thursday,17,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
8652,212062244,3503,,MISSING PERSON - NOT REPORTED - LOCATED,D4,273,0,9/1/21 20:32,2021,9,Wednesday,20,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
8723,212062153,3108,,FIRE REPORT,D4,273,0,9/1/21 15:35,2021,9,Wednesday,15,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
8806,212062054,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,9/1/21 7:45,2021,9,Wednesday,7,,"E CONCORD ST & HARRISON AVE
BOSTON  MA 02118
UNITE",42.33648003,-71.07321494,"(42.3364800302407, -71.0732149427835)"
8818,212062039,3114,,INVESTIGATE PROPERTY,D4,145,0,9/1/21 7:35,2021,9,Wednesday,7,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
9138,212061600,801,,ASSAULT - SIMPLE,D4, ,0,8/30/21 18:29,2021,8,Monday,18,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
9174,212061558,3114,,INVESTIGATE PROPERTY,D4,272,0,6/1/21 12:00,2021,6,Tuesday,12,,NEWCOMB ST,42.33418175,-71.07866441,"(42.3341817496389, -71.078664414317)"
9180,212061551,619,,LARCENY ALL OTHERS,D4,156,0,8/30/21 15:30,2021,8,Monday,15,,SHAWMUT AVE,42.33760455,-71.07766492,"(42.3376045530816, -71.0776649189504)"
9205,212061524,3005,,SICK ASSIST,D4,273,0,8/30/21 14:17,2021,8,Monday,14,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
9233,212061491,3005,,SICK ASSIST,D4,172,0,8/30/21 11:49,2021,8,Monday,11,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
9291,212061417,3410,,TOWED MOTOR VEHICLE,D4, ,0,8/30/21 9:38,2021,8,Monday,9,,E LENOX ST,42.33437384,-71.07793188,"(42.3343738410124, -71.0779318799532)"
9301,212061406,616,,LARCENY THEFT OF BICYCLE,D4,156,0,8/30/21 8:36,2021,8,Monday,8,,MASSACHUSETTS AVE,42.33760719,-71.0782582,"(42.3376071908456, -71.0782582009363)"
9311,212061395,616,,LARCENY THEFT OF BICYCLE,D4,156,0,8/30/21 8:34,2021,8,Monday,8,,WORCESTER ST,42.33898333,-71.07748706,"(42.3389833286566, -71.077487061677)"
9330,212061372,3006,,SICK/INJURED/MEDICAL - PERSON,D4,171,0,8/30/21 3:57,2021,8,Monday,3,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
9379,212061309,301,,ROBBERY,D4,594,0,8/29/21 20:55,2021,8,Sunday,20,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
9535,212061106,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,8/29/21 2:13,2021,8,Sunday,2,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
9556,212061078,2648,,BOMB THREAT,D4,171,0,8/28/21 23:40,2021,8,Saturday,23,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
9566,212061063,3115,,INVESTIGATE PERSON,D4,594,0,8/28/21 22:03,2021,8,Saturday,22,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
9573,212061056,3114,,INVESTIGATE PROPERTY,D4,953,0,8/28/21 10:00,2021,8,Saturday,10,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)"
9643,212060948,617,,LARCENY THEFT FROM BUILDING,D4,270,0,8/28/21 0:30,2021,8,Saturday,0,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
9657,212060930,801,,ASSAULT - SIMPLE,D4,156,0,8/28/21 11:30,2021,8,Saturday,11,,TREMONT ST,42.33945339,-71.07992484,"(42.3394533925537, -71.0799248357064)"
9673,212060909,3207,,PROPERTY - FOUND,D4, ,0,8/28/21 11:17,2021,8,Saturday,11,,SHAWMUT AVE,42.33760455,-71.07766492,"(42.3376045530816, -71.0776649189504)"
9678,212060902,1402,,VANDALISM,D4, ,0,8/28/21 10:46,2021,8,Saturday,10,,SHAWMUT AVE,42.33760455,-71.07766492,"(42.3376045530816, -71.0776649189504)"
9783,212060763,3005,,SICK ASSIST,D4, ,0,8/27/21 21:17,2021,8,Friday,21,,"NORTHAMPTON ST & REED ST
ROXBURY  MA 02118
UNITED ",42.334917,-71.076323,"(42.3349170018243, -71.0763230005295)"
9791,212060751,3115,,INVESTIGATE PERSON,D4,155,0,8/27/21 20:18,2021,8,Friday,20,,WORCESTER ST,42.34102033,-71.07972113,"(42.3410203252781, -71.0797211297783)"
9798,212060740,613,,LARCENY SHOPLIFTING,D4,270,0,8/27/21 19:59,2021,8,Friday,19,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
9878,212060636,3115,,INVESTIGATE PERSON,D4,271,0,8/27/21 11:43,2021,8,Friday,11,,NORTHAMPTON ST,42.33580503,-71.07740763,"(42.3358050323215, -71.0774076269838)"
9905,212060600,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,170,0,8/27/21 11:01,2021,8,Friday,11,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)"
9920,212060581,617,,LARCENY THEFT FROM BUILDING,D4,170,0,8/23/21 13:00,2021,8,Monday,13,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
9925,212060574,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,170,0,8/27/21 10:15,2021,8,Friday,10,,E SPRINGFIELD ST,42.33602919,-71.07517847,"(42.3360291944093, -71.0751784731697)"
9954,212060536,3001,,DEATH INVESTIGATION,D4,156,0,8/27/21 5:25,2021,8,Friday,5,,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.3393027488002, -71.0791237835741)"
10022,212060439,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,284,0,8/26/21 19:39,2021,8,Thursday,19,,COLUMBUS AVE,42.340176,-71.0823265,"(42.3401760003398, -71.0823264999242)"
10066,212060387,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,8/26/21 16:38,2021,8,Thursday,16,,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",42.33349998,-71.07351,"(42.3334999801716, -71.0735099961732)"
10071,212060379,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,170,0,8/26/21 16:24,2021,8,Thursday,16,,"HARRISON AVE & WORCESTER SQ
BOSTON  MA 02118
UNITE",42.33594999,-71.07385995,"(42.3359499888932, -71.0738599457836)"
10120,212060315,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,156,0,8/26/21 10:30,2021,8,Thursday,10,,W SPRINGFIELD ST,42.33795319,-71.0774931,"(42.337953188461, -71.077493096854)"
10172,212060250,3006,,SICK/INJURED/MEDICAL - PERSON,D4,170,0,8/26/21 8:03,2021,8,Thursday,8,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
10195,212060220,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4, ,0,8/26/21 0:13,2021,8,Thursday,0,,"COLUMBUS AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.34064797,-71.08174797,"(42.340647968512, -71.0817479739454)"
10218,212060190,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",D4,594,0,8/25/21 20:00,2021,8,Wednesday,20,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
10317,212060073,3005,,SICK ASSIST,D4,172,0,8/25/21 14:33,2021,8,Wednesday,14,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
10337,212060047,3207,,PROPERTY - FOUND,D4,273,0,8/25/21 14:12,2021,8,Wednesday,14,,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.3382886564083, -71.0790847633429)"
10408,212059955,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,8/25/21 8:58,2021,8,Wednesday,8,,NORTHAMPTON ST,42.33729692,-71.07919582,"(42.3372969170323, -71.0791958222404)"
10492,212059844,301,,ROBBERY,D4,271,0,8/24/21 19:05,2021,8,Tuesday,19,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
10501,212059830,3801,,M/V ACCIDENT - OTHER,D4, ,0,8/24/21 19:05,2021,8,Tuesday,19,,"WASHINGTON ST & MASSACHUSETTS AVE
BOSTON  MA 02118",42.33648997,-71.07705001,"(42.3364899718332, -71.0770500090912)"
10525,212059804,619,,LARCENY ALL OTHERS,D4,597,0,8/24/21 13:40,2021,8,Tuesday,13,,MASSACHUSETTS AVE,42.33992934,-71.08105852,"(42.339929343596, -71.0810585221213)"
10569,212059740,2647,,THREATS TO DO BODILY HARM,D4,171,0,8/24/21 13:33,2021,8,Tuesday,13,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
10574,212059734,3115,,INVESTIGATE PERSON,D4,270,0,8/24/21 12:59,2021,8,Tuesday,12,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
10625,212059670,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,8/24/21 10:08,2021,8,Tuesday,10,,"HARRISON AVE & NORTHAMPTON ST
ROXBURY  MA 02118
UN",42.33444896,-71.07574199,"(42.3344489567874, -71.0757419942735)"
10641,212059649,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4, ,0,8/24/21 8:59,2021,8,Tuesday,8,,"NORTHAMPTON ST & COLUMBUS AVE
ROXBURY  MA 02118
UN",42.34002401,-71.08252402,"(42.3400240050854, -71.0825240214147)"
10698,212059566,2905,,VAL - VIOLATION OF AUTO LAW,D4,272,0,8/23/21 18:51,2021,8,Monday,18,,"HARRISON AVE & THORNDIKE ST
ROXBURY  MA 02118
UNIT",42.33282002,-71.07820505,"(42.3328200244134, -71.0782050486614)"
10742,212059515,3115,,INVESTIGATE PERSON,D4,270,0,8/23/21 16:28,2021,8,Monday,16,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
10763,212059486,801,,ASSAULT - SIMPLE,D4,147,0,8/23/21 14:34,2021,8,Monday,14,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)"
10764,212059485,2647,,THREATS TO DO BODILY HARM,D4,270,0,8/23/21 15:06,2021,8,Monday,15,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
10774,212059471,3301,,VERBAL DISPUTE,D4,273,0,8/23/21 14:45,2021,8,Monday,14,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
10777,212059467,2647,,THREATS TO DO BODILY HARM,D4,172,0,8/23/21 14:30,2021,8,Monday,14,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
10872,212059354,3005,,SICK ASSIST,D4,270,0,8/23/21 5:30,2021,8,Monday,5,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
10945,212059248,2907,,VAL - OPERATING AFTER REV/SUSP.,D4, ,0,8/22/21 17:48,2021,8,Sunday,17,,"WASHINGTON ST & NORTHAMPTON ST
ROXBURY  MA 02118
U",42.33598899,-71.07764698,"(42.3359889921815, -71.0776469761395)"
10973,212059212,3115,,INVESTIGATE PERSON,D4,172,0,8/22/21 14:29,2021,8,Sunday,14,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
10991,212059187,520,,BURGLARY - RESIDENTIAL,D4,145,0,8/22/21 13:28,2021,8,Sunday,13,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
11082,212059057,3018,,SICK/INJURED/MEDICAL - POLICE,D4,597,0,7/25/21 23:00,2021,7,Sunday,23,,COLUMBUS AVE,42.34044734,-71.08188142,"(42.3404473443766, -71.0818814189051)"
11162,212058948,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,171,0,8/21/21 13:28,2021,8,Saturday,13,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
11216,212058888,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,8/21/21 8:30,2021,8,Saturday,8,,"E SPRINGFIELD ST & WASHINGTON ST
BOSTON  MA 02118
",42.33698999,-71.07633994,"(42.3369899914674, -71.0763399438438)"
11226,212058876,3114,,INVESTIGATE PROPERTY,D4,270,0,8/21/21 8:31,2021,8,Saturday,8,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
11398,212058640,3006,,SICK/INJURED/MEDICAL - PERSON,D4,172,0,8/20/21 12:09,2021,8,Friday,12,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
11434,212058598,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,8/20/21 8:45,2021,8,Friday,8,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
11478,212058536,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,8/19/21 22:56,2021,8,Thursday,22,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
11535,212058452,3115,,INVESTIGATE PERSON,D4,172,0,8/19/21 17:15,2021,8,Thursday,17,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
11775,212058144,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,8/18/21 16:55,2021,8,Wednesday,16,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
11778,212058141,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,8/18/21 17:16,2021,8,Wednesday,17,,"MASSACHUSETTS AVE & SHAWMUT AVE
BOSTON  MA 02118
U",42.33730998,-71.07805996,"(42.3373099793899, -71.0780599629929)"
11873,212058017,613,,LARCENY SHOPLIFTING,D4,270,0,8/18/21 11:00,2021,8,Wednesday,11,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
11878,212058011,617,,LARCENY THEFT FROM BUILDING,D4,270,0,8/18/21 10:40,2021,8,Wednesday,10,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
11972,212057890,423,,ASSAULT - AGGRAVATED,D4,271,0,8/17/21 20:19,2021,8,Tuesday,20,,REED ST,42.33472387,-71.07660307,"(42.3347238743837, -71.0766030745719)"
11976,212057885,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,8/17/21 20:02,2021,8,Tuesday,20,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
12051,212057793,3115,,INVESTIGATE PERSON,D4,270,0,8/17/21 15:09,2021,8,Tuesday,15,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
12170,212057636,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4,172,1,8/16/21 21:10,2021,8,Monday,21,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
12247,212057521,2632,,EVADING FARE,D4,270,0,8/15/21 5:30,2021,8,Sunday,5,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
12306,212057446,2647,,THREATS TO DO BODILY HARM,D4,270,0,8/16/21 10:03,2021,8,Monday,10,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
12362,212057373,3115,,INVESTIGATE PERSON,D4,172,0,8/13/21 23:02,2021,8,Friday,23,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
12476,212057234,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,170,0,8/15/21 12:36,2021,8,Sunday,12,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)"
12568,212057115,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4,156,0,8/15/21 1:19,2021,8,Sunday,1,,MASSACHUSETTS AVE,42.33903373,-71.07997272,"(42.3390337336064, -71.0799727249646)"
12602,212057073,301,,ROBBERY,D4, ,0,8/14/21 21:26,2021,8,Saturday,21,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
12632,212057034,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,8/14/21 18:51,2021,8,Saturday,18,,"TREMONT ST & W SPRINGFIELD ST
BOSTON  MA 02118
UNI",42.33968003,-71.07958994,"(42.3396800250871, -71.0795899399351)"
12633,212057033,3130,,SEARCH WARRANT,D4, ,0,8/14/21 18:30,2021,8,Saturday,18,,"W SPRINGFIELD ST & MASSACHUSETTS AVE
BOSTON  MA 02",42.338966,-71.07909703,"(42.3389659995642, -71.0790970252657)"
12634,212057032,3130,,SEARCH WARRANT,D4, ,0,8/14/21 19:49,2021,8,Saturday,19,,"MASSACHUSETTS AVE & W SPRINGFIELD ST
BOSTON  MA 02",42.338966,-71.07909703,"(42.3389659995642, -71.0790970252657)"
12669,212056986,3115,,INVESTIGATE PERSON,D4,171,0,8/14/21 15:19,2021,8,Saturday,15,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
12730,212056904,301,,ROBBERY,D4,170,0,8/14/21 9:47,2021,8,Saturday,9,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
12764,212056854,3503,,MISSING PERSON - NOT REPORTED - LOCATED,D4,273,0,8/14/21 2:25,2021,8,Saturday,2,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
12874,212056711,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,284,0,8/13/21 14:43,2021,8,Friday,14,,COLUMBUS AVE,42.339675,-71.0829325,"(42.339675000833, -71.0829325018489)"
12887,212056692,3006,,SICK/INJURED/MEDICAL - PERSON,D4,156,0,8/13/21 14:48,2021,8,Friday,14,,WORCESTER ST,42.33841441,-71.07679741,"(42.3384144127128, -71.0767974124717)"
12907,212056665,3006,,SICK/INJURED/MEDICAL - PERSON,D4,171,0,8/13/21 12:53,2021,8,Friday,12,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
12925,212056641,801,,ASSAULT - SIMPLE,D4,172,0,8/10/21 0:00,2021,8,Tuesday,0,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
13117,212056396,801,,ASSAULT - SIMPLE,D4,172,0,8/12/21 13:59,2021,8,Thursday,13,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
13229,212056233,3115,,INVESTIGATE PERSON,D4,270,0,8/11/21 22:54,2021,8,Wednesday,22,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
13433,212055982,423,,ASSAULT - AGGRAVATED,D4,171,0,8/11/21 2:36,2021,8,Wednesday,2,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
13482,212055921,616,,LARCENY THEFT OF BICYCLE,D4,155,0,8/10/21 15:00,2021,8,Tuesday,15,,COLUMBUS AVE,42.341861,-71.080085,"(42.3418610006554, -71.0800850012601)"
